335,Turin,Italy
336,Tel-Aviv,Israel
337,Terceira,Portugal
338,Timisoara,Romania
339,Trabzon,Turkey
340,Tampere,Finland
341,Turku,Finland
342,Toulouse,France
343,Tivat,Montenegro
345,Tallinn,Estonia
346,Tartu,Estonia
347,Umea,Sweden
348,Vienna,Austria
349,Varna,Bulgaria
351,Valencia,Spain
352,Valladolid,Spain
353,Venice,Italy
354,Verona,Italy
356,Vilnius,Lithuania
357,Iasi,Romania
358,Vaxjo,Sweden
359,Visby,Sweden
362,Westerland,Germany
364,Warsaw,Poland
365,Wroclaw,Poland
366,Zweibrücken,Germany
367,Zaragoza,Spain
368,Zagreb,Croatia
369,Zadar,Croatia
370,Zürich,Switzerland
371,Chisinau,Moldova
546,Pristina,Kosovo
547,Thimphu,Bhutan
548,Ulaanbaatar,Mongolia
550,Agartala,India
551,Agra,India
552,Ahmedabad,India
553,Aizawl,India
554,Allahabad,India
626,Thiruvananthapuram,India
663,Chicago,United States
